systematic,gene,sgd
YLR145W,RMP1,S000004135
YLR146C,SPE4,S000004136
YLR146W-A,YLR146W-A,S000113566
YLR147C,SMD3,S000004137
YLR148W,PEP3,S000004138
YLR149C,YLR149C,S000004139
YLR149C-A,YLR149C-A,S000007619
YLR150W,STM1,S000004140
YLR151C,PCD1,S000004141
YLR152C,YLR152C,S000004142
YLR153C,ACS2,S000004143
YLR154C,RNH203,S000004144
YLR154C-G,YLR154C-G,S000028561
YLR154C-H,YLR154C-H,S000028562
YLR154W-A,YLR154W-A,S000028675
YLR154W-B,YLR154W-B,S000028563
YLR154W-C,TAR1,S000028422
YLR154W-E,YLR154W-E,S000028676
YLR154W-F,YLR154W-F,S000028843
YLR155C,ASP3-1,S000004145
YLR156C-A,YLR156C-A,S000028564
YLR156W,YLR156W,S000004146
YLR157C,ASP3-2,S000004147
YLR157C-A,YLR157C-A,S000007373
YLR157C-B,YLR157C-B,S000007374
YLR157C-C,YLR157C-C,S000028565
YLR157W-D,YLR157W-D,S000028677
YLR157W-E,YLR157W-E,S000028678
YLR158C,ASP3-3,S000004148
YLR159C-A,YLR159C-A,S000028566
YLR159W,YLR159W,S000004149
YLR160C,ASP3-4,S000004150
YLR161W,YLR161W,S000004151
YLR162W,YLR162W,S000004152
YLR162W-A,RRT15,S000028567
YLR163C,MAS1,S000004153
YLR163W-A,YLR163W-A,S000028844
YLR164W,SHH4,S000004154
YLR165C,PUS5,S000004155
YLR166C,SEC10,S000004156
YLR167W,RPS31,S000004157
YLR168C,UPS2,S000004158
YLR169W,YLR169W,S000004159
YLR170C,APS1,S000004160
YLR171W,YLR171W,S000004161
YLR172C,DPH5,S000004162
YLR173W,YLR173W,S000004163
YLR174W,IDP2,S000004164
YLR175W,CBF5,S000004165
YLR176C,RFX1,S000004166
YLR177W,YLR177W,S000004167
YLR178C,TFS1,S000004168
YLR179C,YLR179C,S000004169
YLR180W,SAM1,S000004170
YLR181C,VTA1,S000004171
YLR182W,SWI6,S000004172
YLR183C,TOS4,S000004173
YLR184W,YLR184W,S000004174
YLR185W,RPL37A,S000004175
YLR186W,EMG1,S000004176
YLR187W,SKG3,S000004177
YLR188W,MDL1,S000004178
YLR189C,ATG26,S000004179
YLR190W,MMR1,S000004180
YLR191W,PEX13,S000004181
YLR192C,HCR1,S000004182
YLR193C,UPS1,S000004183
YLR194C,YLR194C,S000004184
YLR195C,NMT1,S000004185
YLR196W,PWP1,S000004186
YLR197W,NOP56,S000004187
YLR198C,YLR198C,S000004188
YLR199C,PBA1,S000004189
YLR200W,YKE2,S000004190
YLR201C,COQ9,S000004191
YLR202C,YLR202C,S000004192
YLR203C,MSS51,S000004193
YLR204W,QRI5,S000004194
YLR205C,HMX1,S000004195
YLR206W,ENT2,S000004196
YLR207W,HRD3,S000004197
YLR208W,SEC13,S000004198
YLR209C,PNP1,S000004199
YLR210W,CLB4,S000004200
YLR211C,ATG38,S000004201
YLR212C,TUB4,S000004202
YLR213C,CRR1,S000004203
YLR214W,FRE1,S000004204
YLR215C,CDC123,S000004205
YLR216C,CPR6,S000004206
YLR217W,YLR217W,S000004207
YLR218C,COA4,S000004208
YLR219W,MSC3,S000004209
YLR220W,CCC1,S000004210
YLR221C,RSA3,S000004211
YLR222C,UTP13,S000004212
YLR222C-A,YLR222C-A,S000028568
YLR223C,IFH1,S000004213
YLR224W,YLR224W,S000004214
YLR225C,YLR225C,S000004215
YLR226W,BUR2,S000004216
YLR227C,ADY4,S000004217
YLR227W-A,YLR227W-A,S000007375
YLR227W-B,YLR227W-B,S000007376
YLR228C,ECM22,S000004218
YLR229C,CDC42,S000004219
YLR230W,YLR230W,S000004220
YLR231C,BNA5,S000004221
YLR232W,YLR232W,S000004222
YLR233C,EST1,S000004223
YLR234W,TOP3,S000004224
YLR235C,YLR235C,S000004225
YLR236C,YLR236C,S000004226
YLR237W,THI7,S000004227
YLR238W,FAR10,S000004228
YLR239C,LIP2,S000004229
YLR240W,VPS34,S000004230
YLR241W,CSC1,S000004231
YLR242C,ARV1,S000004232
YLR243W,GPN3,S000004233
YLR244C,MAP1,S000004234
YLR245C,CDD1,S000004235
YLR246W,ERF2,S000004236
YLR247C,IRC20,S000004237
YLR248W,RCK2,S000004238
YLR249W,YEF3,S000004239
YLR250W,SSP120,S000004240
YLR251W,SYM1,S000004241
YLR252W,YLR252W,S000004242
YLR253W,MCP2,S000004243
YLR254C,NDL1,S000004244
YLR255C,YLR255C,S000004245
YLR256W,HAP1,S000004246
YLR256W-A,YLR256W-A,S000007377
YLR257W,YLR257W,S000004247
YLR258W,GSY2,S000004248
YLR259C,HSP60,S000004249
YLR260W,LCB5,S000004250
YLR261C,VPS63,S000004251
YLR262C,YPT6,S000004252
YLR262C-A,TMA7,S000007246
YLR263W,RED1,S000004253
YLR264C-A,YLR264C-A,S000028808
YLR264W,RPS28B,S000004254
YLR265C,NEJ1,S000004255
YLR266C,PDR8,S000004256
YLR267W,BOP2,S000004257
YLR268W,SEC22,S000004258
YLR269C,YLR269C,S000004259
YLR270W,DCS1,S000004260
YLR271W,YLR271W,S000004261
YLR272C,YCS4,S000004262
YLR273C,PIG1,S000004263
YLR274W,MCM5,S000004264
YLR275W,SMD2,S000004265
YLR276C,DBP9,S000004266
YLR277C,YSH1,S000004267
YLR278C,YLR278C,S000004268
YLR279W,YLR279W,S000004269
YLR280C,YLR280C,S000004270
YLR281C,YLR281C,S000004271
YLR282C,YLR282C,S000004272
YLR283W,YLR283W,S000004273
YLR284C,ECI1,S000004274
YLR285C-A,YLR285C-A,S000028569
YLR285W,NNT1,S000004275
YLR286C,CTS1,S000004276
YLR286W-A,YLR286W-A,S000028679
YLR287C,YLR287C,S000004277
YLR287C-A,RPS30A,S000004278
YLR288C,MEC3,S000004279
YLR289W,GUF1,S000004280
YLR290C,YLR290C,S000004281
YLR291C,GCD7,S000004282
YLR292C,SEC72,S000004283
YLR293C,GSP1,S000004284
YLR294C,YLR294C,S000004285
YLR295C,ATP14,S000004286
YLR296W,YLR296W,S000004287
YLR297W,YLR297W,S000004288
YLR298C,YHC1,S000004289
YLR299C-A,YLR299C-A,S000028680
YLR299W,ECM38,S000004290
YLR300W,EXG1,S000004291
YLR301W,HRI1,S000004292
YLR302C,YLR302C,S000004293
YLR303W,MET17,S000004294
YLR304C,ACO1,S000004295
YLR305C,STT4,S000004296
YLR306W,UBC12,S000004297
YLR307C-A,YLR307C-A,S000028525
YLR307W,CDA1,S000004298
YLR308W,CDA2,S000004299
YLR309C,IMH1,S000004300
YLR310C,CDC25,S000004301
YLR311C,YLR311C,S000004302
YLR312C,YLR312C,S000004303
YLR312W-A,MRPL15,S000004304
YLR313C,SPH1,S000004305
YLR314C,CDC3,S000004306
YLR315W,NKP2,S000004307
YLR316C,TAD3,S000004308
YLR317W,YLR317W,S000004309
YLR318W,EST2,S000004310
YLR319C,BUD6,S000004311
YLR320W,MMS22,S000004312
YLR321C,SFH1,S000004313
YLR322W,VPS65,S000004314
YLR323C,CWC24,S000004315
YLR324W,PEX30,S000004316
YLR325C,RPL38,S000004317
YLR326W,YLR326W,S000004318
YLR327C,TMA10,S000004319
YLR328W,NMA1,S000004320
YLR329W,REC102,S000004321
YLR330W,CHS5,S000004322
YLR331C,JIP3,S000004323
YLR332W,MID2,S000004324
YLR333C,RPS25B,S000004325
YLR334C,YLR334C,S000004326
YLR335W,NUP2,S000004327
YLR336C,SGD1,S000004328
YLR337C,VRP1,S000004329
YLR338W,OPI9,S000004330
YLR339C,YLR339C,S000004331
YLR340W,RPP0,S000004332
YLR341W,SPO77,S000004333
YLR342W,FKS1,S000004334
YLR342W-A,YLR342W-A,S000028571
YLR343W,GAS2,S000004335
YLR344W,RPL26A,S000004336
YLR345W,YLR345W,S000004337
YLR346C,YLR346C,S000004338
YLR347C,KAP95,S000004339
YLR347W-A,YLR347W-A,S000028681
YLR348C,DIC1,S000004340
YLR349W,YLR349W,S000004341
YLR350W,ORM2,S000004342
YLR351C,NIT3,S000004343
YLR352W,YLR352W,S000004344
YLR353W,BUD8,S000004345
YLR354C,TAL1,S000004346
YLR355C,ILV5,S000004347
YLR356W,ATG33,S000004348
YLR357W,RSC2,S000004349
YLR358C,YLR358C,S000004350
YLR359W,ADE13,S000004351
YLR360W,VPS38,S000004352
YLR361C,DCR2,S000004353
YLR361C-A,YLR361C-A,S000028845
YLR362W,STE11,S000004354
YLR363C,NMD4,S000004355
YLR363W-A,YLR363W-A,S000007620
YLR364C-A,YLR364C-A,S000028846
YLR364W,GRX8,S000004356
YLR365W,YLR365W,S000004357
YLR366W,YLR366W,S000004358
YLR367W,RPS22B,S000004359
YLR368W,MDM30,S000004360
YLR369W,SSQ1,S000004361
YLR370C,ARC18,S000004362
YLR371W,ROM2,S000004363
YLR372W,ELO3,S000004364
YLR373C,VID22,S000004365
YLR374C,YLR374C,S000004366
YLR375W,STP3,S000004367
YLR376C,PSY3,S000004368
YLR377C,FBP1,S000004369
YLR378C,SEC61,S000004370
YLR379W,YLR379W,S000004371
YLR380W,CSR1,S000004372
YLR381W,CTF3,S000004373
YLR382C,NAM2,S000004374
YLR383W,SMC6,S000004375
YLR384C,IKI3,S000004376
YLR385C,SWC7,S000004377
YLR386W,VAC14,S000004378
YLR387C,REH1,S000004379
YLR388W,RPS29A,S000004380
YLR389C,STE23,S000004381
YLR390W,ECM19,S000004382
YLR390W-A,CCW14,S000006429
YLR392C,ART10,S000004384
YLR393W,ATP10,S000004385
YLR394W,CST9,S000004386
YLR395C,COX8,S000004387
YLR396C,VPS33,S000004388
YLR397C,AFG2,S000004389
YLR398C,SKI2,S000004390
YLR399C,BDF1,S000004391
YLR399W-A,YLR399W-A,S000028682
YLR400W,YLR400W,S000004392
YLR401C,DUS3,S000004393
YLR402W,YLR402W,S000004394
YLR403W,SFP1,S000004395
YLR404W,FLD1,S000004396
YLR405W,DUS4,S000004397
YLR406C,RPL31B,S000004398
YLR406C-A,YLR406C-A,S000028683
YLR407W,YLR407W,S000004399
YLR408C,BLS1,S000004400
YLR409C,UTP21,S000004401
YLR410W,VIP1,S000004402
YLR410W-A,YLR410W-A,S000007379
YLR410W-B,YLR410W-B,S000007380
YLR411W,CTR3,S000004403
YLR412C-A,YLR412C-A,S000028572
YLR412W,BER1,S000004404
YLR413W,INA1,S000004405
YLR414C,PUN1,S000004406
YLR415C,YLR415C,S000004407
YLR416C,YLR416C,S000004408
YLR417W,VPS36,S000004409
YLR418C,CDC73,S000004410
YLR419W,YLR419W,S000004411
YLR420W,URA4,S000004412
YLR421C,RPN13,S000004413
YLR422W,YLR422W,S000004414
YLR423C,ATG17,S000004415
YLR424W,SPP382,S000004416
YLR425W,TUS1,S000004417
YLR426W,TDA5,S000004418
YLR427W,MAG2,S000004419
YLR428C,YLR428C,S000004420
YLR429W,CRN1,S000004421
YLR430W,SEN1,S000004422
YLR431C,ATG23,S000004423
YLR432W,IMD3,S000004424
YLR433C,CNA1,S000004425
YLR434C,YLR434C,S000004426
YLR435W,TSR2,S000004427
YLR436C,ECM30,S000004428
YLR437C,DIF1,S000004429
YLR437C-A,YLR437C-A,S000028684
YLR438C-A,LSM3,S000006434
YLR438W,CAR2,S000004430
YLR439W,MRPL4,S000004431
YLR440C,SEC39,S000004432
YLR441C,RPS1A,S000004433
YLR442C,SIR3,S000004434
YLR443W,ECM7,S000004435
YLR444C,YLR444C,S000004436
YLR445W,GMC2,S000004437
YLR446W,YLR446W,S000004438
YLR447C,VMA6,S000004439
YLR448W,RPL6B,S000004440
YLR449W,FPR4,S000004441
YLR450W,HMG2,S000004442
YLR451W,LEU3,S000004443
YLR452C,SST2,S000004444
YLR453C,RIF2,S000004445
YLR454W,FMP27,S000004446
YLR455W,PDP3,S000004447
YLR456W,YLR456W,S000004448
YLR457C,NBP1,S000004449
YLR458W,YLR458W,S000004450
YLR459W,GAB1,S000004451
YLR460C,YLR460C,S000004452
YLR461W,PAU4,S000004453
YLR462W,YLR462W,S000004454
YLR463C,YLR463C,S000004455
YLR464W,YLR464W,S000004456
YLR465C,BSC3,S000004457
YLR466C-A,YLR466C-A,S000028685
YLR466C-B,YLR466C-B,S000028686
YLR466W,YRF1-4,S000004458
YLR467C-A,YLR467C-A,S000028687
YLR467W,YRF1-5,S000004459
YML001W,YPT7,S000004460
YML002W,YML002W,S000004461
YML003W,YML003W,S000004462
YML004C,GLO1,S000004463
YML005W,TRM12,S000004464
YML006C,GIS4,S000004465
YML007C-A,YML007C-A,S000007621
YML007W,YAP1,S000004466
YML008C,ERG6,S000004467
YML009C,MRPL39,S000004468
YML009C-A,YML009C-A,S000004469
YML009W-B,YML009W-B,S000004471
YML010W,SPT5,S000004470
YML011C,RAD33,S000004472
YML012C-A,YML012C-A,S000004474
YML012W,ERV25,S000004473
YML013W,UBX2,S000004475
YML014W,TRM9,S000004476
YML015C,TAF11,S000004477
YML016C,PPZ1,S000004478
YML017W,PSP2,S000004479
YML018C,YML018C,S000004480
YML019W,OST6,S000004481
YML020W,YML020W,S000004482
YML021C,UNG1,S000004483
YML022W,APT1,S000004484
YML023C,NSE5,S000004485
YML024W,RPS17A,S000004486
YML025C,YML6,S000004487
YML026C,RPS18B,S000004488
YML027W,YOX1,S000004489
YML028W,TSA1,S000004490
YML029W,USA1,S000004491
YML030W,RCF1,S000004492
YML031C-A,YML031C-A,S000028809
YML031W,NDC1,S000004493
YML032C,RAD52,S000004494
YML034C-A,YML034C-A,S000004499
YML034W,SRC1,S000004497
YML035C,AMD1,S000004498
YML036W,CGI121,S000004500
YML037C,YML037C,S000004501
YML038C,YMD8,S000004502
YML039W,YML039W,S000004503
YML040W,YML040W,S000004504
YML041C,VPS71,S000004505
YML042W,CAT2,S000004506
YML043C,RRN11,S000004507
YML045W,YML045W,S000004508
YML045W-A,YML045W-A,S000007381
YML046W,PRP39,S000004509
YML047C,PRM6,S000004510
YML047W-A,YML047W-A,S000004512
YML048W,GSF2,S000004511
YML049C,RSE1,S000004513
YML050W,AIM32,S000004514
YML051W,GAL80,S000004515
YML052W,SUR7,S000004516
YML053C,YML053C,S000004517
YML054C,CYB2,S000004518
YML054C-A,YML054C-A,S000028573
YML055W,SPC2,S000004519
YML056C,IMD4,S000004520
YML057C-A,YML057C-A,S000004522
YML057W,CMP2,S000004521
YML058W,SML1,S000004523
YML058W-A,HUG1,S000007472
YML059C,NTE1,S000004524
YML060W,OGG1,S000004525
YML061C,PIF1,S000004526
YML062C,MFT1,S000004527
YML063W,RPS1B,S000004528
YML064C,TEM1,S000004529
YML065W,ORC1,S000004530
YML066C,SMA2,S000004531
YML067C,ERV41,S000004532
YML068W,ITT1,S000004533
YML069W,POB3,S000004534
YML070W,DAK1,S000004535
YML071C,COG8,S000004536
YML072C,TCB3,S000004537
YML073C,RPL6A,S000004538
YML074C,FPR3,S000004539
YML075C,HMG1,S000004540
YML076C,WAR1,S000004541
YML077W,BET5,S000004542
YML078W,CPR3,S000004543
YML079W,YML079W,S000004544
YML080W,DUS1,S000004545
YML081C-A,ATP18,S000007247
YML081W,TDA9,S000004546
YML082W,YML082W,S000004547
YML083C,YML083C,S000004548
YML084W,YML084W,S000004549
YML085C,TUB1,S000004550
YML086C,ALO1,S000004551
YML087C,AIM33,S000004552
YML088W,UFO1,S000004553
YML089C,YML089C,S000004554
YML090W,YML090W,S000004555
YML091C,RPM2,S000004556
YML092C,PRE8,S000004557
YML093W,UTP14,S000004558
YML094C-A,YML094C-A,S000004561
YML094W,GIM5,S000004559
YML095C,RAD10,S000004560
YML096W,YML096W,S000004562
YML097C,VPS9,S000004563
YML098W,TAF13,S000004564
YML099C,ARG81,S000004565
YML099W-A,YML099W-A,S000004567
YML100W,TSL1,S000004566
YML100W-A,YML100W-A,S000028688
YML101C,CUE4,S000004568
YML101C-A,YML101C-A,S000004569
YML102W,CAC2,S000004570
YML103C,NUP188,S000004571
YML104C,MDM1,S000004572
YML105C,SEC65,S000004573
YML106W,URA5,S000004574
YML107C,PML39,S000004575
YML108W,YML108W,S000004576
YML109W,ZDS2,S000004577
YML110C,COQ5,S000004578
YML111W,BUL2,S000004579
YML112W,CTK3,S000004580
YML113W,DAT1,S000004581
YML114C,TAF8,S000004582
YML115C,VAN1,S000004583
YML116W,ATR1,S000004584
YML116W-A,YML116W-A,S000004586
YML117W,NAB6,S000004585
YML118W,NGL3,S000004587
YML119W,YML119W,S000004588
YML120C,NDI1,S000004589
YML121W,GTR1,S000004590
YML122C,YML122C,S000004591
YML123C,PHO84,S000004592
YML124C,TUB3,S000004593
YML125C,PGA3,S000004594
YML126C,ERG13,S000004595
YML127W,RSC9,S000004596
YML128C,MSC1,S000004597
YML129C,COX14,S000004598
YML130C,ERO1,S000004599
YML131W,YML131W,S000004600
YML132W,COS3,S000004601
YML133C,YML133C,S000004602
YML133W-A,YML133W-A,S000028689
YML133W-B,YML133W-B,S000028690
YMR001C,CDC5,S000004603
YMR001C-A,YMR001C-A,S000028691
YMR002W,MIX17,S000004604
YMR003W,AIM34,S000004605
YMR004W,MVP1,S000004606
YMR005W,TAF4,S000004607
YMR006C,PLB2,S000004608
YMR007W,YMR007W,S000004609
YMR008C,PLB1,S000004610
YMR009W,ADI1,S000004611
YMR010W,YMR010W,S000004612
YMR011W,HXT2,S000004613
YMR012W,CLU1,S000004614
YMR013C,SEC59,S000004615
YMR013C-A,YMR013C-A,S000028847
YMR013W-A,YMR013W-A,S000007622
YMR014W,BUD22,S000004616
YMR015C,ERG5,S000004617
YMR016C,SOK2,S000004618
YMR017W,SPO20,S000004619
YMR018W,YMR018W,S000004620
YMR019W,STB4,S000004621
YMR020W,FMS1,S000004622
YMR021C,MAC1,S000004623
YMR022W,UBC7,S000004624
YMR023C,MSS1,S000004625
YMR024W,MRPL3,S000004626
YMR025W,CSI1,S000004627
YMR026C,PEX12,S000004628
YMR027W,YMR027W,S000004629
YMR028W,TAP42,S000004630
YMR029C,FAR8,S000004631
YMR030W,RSF1,S000004632
YMR030W-A,YMR030W-A,S000028574
YMR031C,EIS1,S000004633
YMR031W-A,YMR031W-A,S000004634
YMR032W,HOF1,S000004635
YMR033W,ARP9,S000004636
YMR034C,YMR034C,S000004637
YMR035W,IMP2,S000004638
YMR036C,MIH1,S000004639
YMR037C,MSN2,S000004640
YMR038C,CCS1,S000004641
YMR039C,SUB1,S000004642
YMR040W,YET2,S000004643
YMR041C,ARA2,S000004644
YMR042W,ARG80,S000004645
YMR043W,MCM1,S000004646
YMR044W,IOC4,S000004647
YMR045C,YMR045C,S000004648
YMR046C,YMR046C,S000004649
YMR046W-A,YMR046W-A,S000007248
YMR047C,NUP116,S000004650
YMR048W,CSM3,S000004651
YMR049C,ERB1,S000004652
YMR050C,YMR050C,S000004653
YMR051C,YMR051C,S000004654
YMR052C-A,YMR052C-A,S000004655
YMR052W,FAR3,S000004656
YMR053C,STB2,S000004657
YMR054W,STV1,S000004658
YMR055C,BUB2,S000004659
YMR056C,AAC1,S000004660
YMR057C,YMR057C,S000004661
YMR058W,FET3,S000004662
YMR059W,SEN15,S000004663
YMR060C,SAM37,S000004664
YMR061W,RNA14,S000004665
YMR062C,ARG7,S000004666
YMR063W,RIM9,S000004667
YMR064W,AEP1,S000004668
YMR065W,KAR5,S000004669
YMR066W,SOV1,S000004670
YMR067C,UBX4,S000004671
YMR068W,AVO2,S000004672
YMR069W,NAT4,S000004673
YMR070W,MOT3,S000004674
YMR071C,TVP18,S000004675
YMR072W,ABF2,S000004676
YMR073C,IRC21,S000004677
YMR074C,YMR074C,S000004678
YMR075C-A,YMR075C-A,S000004679
YMR075W,RCO1,S000004680
YMR076C,PDS5,S000004681
YMR077C,VPS20,S000004682
YMR078C,CTF18,S000004683
YMR079W,SEC14,S000004684
YMR080C,NAM7,S000004685
YMR081C,ISF1,S000004686
YMR082C,YMR082C,S000004687
YMR083W,ADH3,S000004688
YMR084W,YMR084W,S000004689
YMR085W,YMR085W,S000004690
YMR086C-A,YMR086C-A,S000004691
YMR086W,SEG1,S000004692
YMR087W,YMR087W,S000004693
YMR088C,VBA1,S000004694
YMR089C,YTA12,S000004695
YMR090W,YMR090W,S000004696
YMR091C,NPL6,S000004697
YMR092C,AIP1,S000004698
YMR093W,UTP15,S000004699
YMR094W,CTF13,S000004700
YMR095C,SNO1,S000004701
YMR096W,SNZ1,S000004702
YMR097C,MTG1,S000004703
YMR098C,ATP25,S000004704
YMR099C,YMR099C,S000004705
YMR100W,MUB1,S000004706
YMR101C,SRT1,S000004707
YMR102C,YMR102C,S000004708
YMR103C,YMR103C,S000004709
YMR104C,YPK2,S000004710
YMR105C,PGM2,S000004711
YMR105W-A,YMR105W-A,S000028692
YMR106C,YKU80,S000004712
YMR107W,SPG4,S000004713
YMR108W,ILV2,S000004714
YMR109W,MYO5,S000004715
YMR110C,HFD1,S000004716
YMR111C,YMR111C,S000004717
YMR112C,MED11,S000004718
YMR113W,FOL3,S000004719
YMR114C,YMR114C,S000004720
YMR115W,MGR3,S000004721
YMR116C,ASC1,S000004722
YMR117C,SPC24,S000004723
YMR118C,SHH3,S000004724
YMR119W,ASI1,S000004725
YMR119W-A,YMR119W-A,S000004726
YMR120C,ADE17,S000004727
YMR121C,RPL15B,S000004728
YMR122C,YMR122C,S000004729
YMR122W-A,YMR122W-A,S000007524
YMR123W,PKR1,S000004730
YMR124W,EPO1,S000004731
YMR125W,STO1,S000004732
YMR126C,DLT1,S000004733
YMR127C,SAS2,S000004734
YMR128W,ECM16,S000004735
YMR129W,POM152,S000004736
YMR130W,YMR130W,S000004737
YMR131C,RRB1,S000004738
YMR132C,JLP2,S000004739
YMR133W,REC114,S000004740
YMR134W,ERG29,S000004741
YMR135C,GID8,S000004742
YMR135W-A,YMR135W-A,S000004743
YMR136W,GAT2,S000004744
YMR137C,PSO2,S000004745
YMR138W,CIN4,S000004746
YMR139W,RIM11,S000004747
YMR140W,SIP5,S000004748
YMR141C,YMR141C,S000004749
YMR141W-A,YMR141W-A,S000028575
YMR142C,RPL13B,S000004750
YMR143W,RPS16A,S000004751
YMR144W,YMR144W,S000004752
YMR145C,NDE1,S000004753
YMR146C,TIF34,S000004754
YMR147W,YMR147W,S000004755
YMR148W,OSW5,S000004756
YMR149W,SWP1,S000004757
YMR150C,IMP1,S000004758
YMR151W,YIM2,S000004759
YMR152W,YIM1,S000004760
YMR153C-A,YMR153C-A,S000004761
YMR153W,NUP53,S000004762
YMR154C,RIM13,S000004763
YMR155W,YMR155W,S000004764
YMR156C,TPP1,S000004765
YMR157C,AIM36,S000004766
YMR158C-A,YMR158C-A,S000007249
YMR158W,MRPS8,S000004767
YMR158W-B,YMR158W-B,S000004768
YMR159C,ATG16,S000004769
YMR160W,YMR160W,S000004770
YMR161W,HLJ1,S000004771
YMR162C,DNF3,S000004772
YMR163C,INP2,S000004773
YMR164C,MSS11,S000004774
YMR165C,PAH1,S000004775
YMR166C,YMR166C,S000004776
YMR167W,MLH1,S000004777
YMR168C,CEP3,S000004778
YMR169C,ALD3,S000004779
YMR170C,ALD2,S000004780
YMR171C,EAR1,S000004781
YMR172C-A,YMR172C-A,S000004782
YMR172W,HOT1,S000004783
YMR173W,DDR48,S000004784
YMR173W-A,YMR173W-A,S000004785
YMR174C,PAI3,S000004786
YMR175W,SIP18,S000004787
YMR175W-A,YMR175W-A,S000028848
YMR176W,ECM5,S000004788
YMR177W,MMT1,S000004789
YMR178W,YMR178W,S000004790
YMR179W,SPT21,S000004791
YMR180C,CTL1,S000004792
YMR181C,YMR181C,S000004793
YMR182C,RGM1,S000004794
YMR182W-A,YMR182W-A,S000028693
YMR183C,SSO2,S000004795
YMR184W,ADD37,S000004796
YMR185W,RTP1,S000004797
YMR186W,HSC82,S000004798
YMR187C,YMR187C,S000004799
YMR188C,MRPS17,S000004800
YMR189W,GCV2,S000004801
YMR190C,SGS1,S000004802
YMR191W,SPG5,S000004803
YMR192W,GYL1,S000004804
YMR193C-A,YMR193C-A,S000004805
YMR193W,MRPL24,S000004806
YMR194C-A,YMR194C-A,S000007250
YMR194C-B,CMC4,S000028514
YMR194W,RPL36A,S000004807
YMR195W,ICY1,S000004808
YMR196W,YMR196W,S000004809
YMR197C,VTI1,S000004810
YMR198W,CIK1,S000004811
YMR199W,CLN1,S000004812
YMR200W,ROT1,S000004813
YMR201C,RAD14,S000004814
YMR202W,ERG2,S000004815
YMR203W,TOM40,S000004816
YMR204C,INP1,S000004817
YMR205C,PFK2,S000004818
YMR206W,YMR206W,S000004819
YMR207C,HFA1,S000004820
YMR208W,ERG12,S000004821
YMR209C,YMR209C,S000004822
YMR210W,YMR210W,S000004823
YMR211W,DML1,S000004824
YMR212C,EFR3,S000004825
YMR213W,CEF1,S000004826
YMR214W,SCJ1,S000004827
YMR215W,GAS3,S000004828
YMR216C,SKY1,S000004829
YMR217W,GUA1,S000004830
YMR218C,TRS130,S000004831
YMR219W,ESC1,S000004832
YMR220W,ERG8,S000004833
YMR221C,YMR221C,S000004834
YMR222C,FSH2,S000004835
YMR223W,UBP8,S000004836
YMR224C,MRE11,S000004837
YMR225C,MRPL44,S000004838
YMR226C,YMR226C,S000004839
YMR227C,TAF7,S000004840
YMR228W,MTF1,S000004841
YMR229C,RRP5,S000004842
YMR230W,RPS10B,S000004843
YMR230W-A,YMR230W-A,S000028576
YMR231W,PEP5,S000004844
YMR232W,FUS2,S000004845
YMR233W,TRI1,S000004846
YMR234W,RNH1,S000004847
YMR235C,RNA1,S000004848
YMR236W,TAF9,S000004849
YMR237W,BCH1,S000004850
YMR238W,DFG5,S000004851
YMR239C,RNT1,S000004852
YMR240C,CUS1,S000004853
YMR241W,YHM2,S000004854
YMR242C,RPL20A,S000004855
YMR242W-A,YMR242W-A,S000028694
YMR243C,ZRC1,S000004856
YMR244C-A,COA6,S000004857
YMR244W,YMR244W,S000004858
YMR245W,YMR245W,S000004859
YMR246W,FAA4,S000004860
YMR247C,RKR1,S000004861
YMR247W-A,YMR247W-A,S000028849
YMR250W,GAD1,S000004862
YMR251W,GTO3,S000004863
YMR251W-A,HOR7,S000004864
YMR252C,YMR252C,S000004865
YMR253C,YMR253C,S000004866
YMR254C,YMR254C,S000004867
YMR255W,GFD1,S000004868
YMR256C,COX7,S000004869
YMR257C,PET111,S000004870
YMR258C,ROY1,S000004871
YMR259C,TRM732,S000004872
YMR260C,TIF11,S000004873
YMR261C,TPS3,S000004874
YMR262W,YMR262W,S000004875
YMR263W,SAP30,S000004876
YMR264W,CUE1,S000004877
YMR265C,YMR265C,S000004878
YMR266W,RSN1,S000004879
YMR267W,PPA2,S000004880
YMR268C,PRP24,S000004881
YMR269W,TMA23,S000004882
YMR270C,RRN9,S000004883
YMR271C,URA10,S000004884
YMR272C,SCS7,S000004885
YMR272W-A,YMR272W-A,S000028695
YMR272W-B,YMR272W-B,S000028696
YMR273C,ZDS1,S000004886
YMR274C,RCE1,S000004887
YMR275C,BUL1,S000004888
YMR276W,DSK2,S000004889
YMR277W,FCP1,S000004890
YMR278W,PRM15,S000004891
YMR279C,YMR279C,S000004892
YMR280C,CAT8,S000004893
YMR281W,GPI12,S000004894
YMR282C,AEP2,S000004895
YMR283C,RIT1,S000004896
YMR284W,YKU70,S000004897
YMR285C,NGL2,S000004898
YMR286W,MRPL33,S000004899
YMR287C,DSS1,S000004900
YMR288W,HSH155,S000004901
YMR289W,ABZ2,S000004902
YMR290C,HAS1,S000004903
YMR290W-A,YMR290W-A,S000004904
YMR291W,TDA1,S000004905
YMR292W,GOT1,S000004906
YMR293C,HER2,S000004907
YMR294W,JNM1,S000004908
YMR294W-A,YMR294W-A,S000004909
YMR295C,YMR295C,S000004910
YMR296C,LCB1,S000004911
YMR297W,PRC1,S000004912
YMR298W,LIP1,S000004913
YMR299C,DYN3,S000004914
YMR300C,ADE4,S000004915
