gene,orf,no. of probes,measurments,F-statistic,#NAME?,difference,YPD,YPDGE,YPG,YPE,YPL
YAL046C,YAL046C,2,22,1.71489,0.70113,0.08605,1.03411,1.09424,1.10568,1.12017,1.11255
SPC72,YAL047C,2,17,2.38866,0.9193,0.14063,0.72546,0.64326,0.7682,0.71988,0.78389
YAL048C,YAL048C,2,22,1.85043,0.76509,0.04286,1.00391,1.03677,1.04422,1.0111,1.00136
YAL049C,YAL049C,2,22,1.28782,0.49661,0.03031,1.01658,1.03209,1.04154,1.01123,1.01133
OAF1,YAL051W,2,22,1.72447,0.70567,0.07529,1.0072,1.05538,1.06548,1.0825,1.07818
YAL053W,YAL053W,2,22,0.50611,0.13548,0.0276,0.97805,0.98812,0.98406,0.96051,0.97665
acs1,YAL054C,4,44,1.30018,0.53916,0.04253,1.02717,1.02538,0.98969,1.03222,1.01706
PEX22,YAL055W,2,22,1.87827,0.77815,0.08591,0.98137,1.01995,1.0631,1.06728,1.06229
GPE2,YAL056W,2,22,2.2426,0.94633,0.07384,1.00373,1.03569,1.07694,1.07757,1.07367
YAL058C-A,YAL058C-A,4,44,14.5032,6.35222,0.08241,0.97769,1.0033,1.00621,1.0601,1.03588
CNE1,YAL058W,2,22,7.65394,2.84209,0.13032,0.9171,0.9959,1.02156,1.04742,1.02824
ECM1,YAL059W,2,22,0.51027,0.13718,0.02572,0.9478,0.96952,0.97352,0.96244,0.96427
YAL060W,YAL060W,2,22,1.45966,0.57928,0.05834,1.00058,1.05008,1.05827,1.05892,1.04721
YAL061W,YAL061W,2,22,1.77326,0.72874,0.09778,1.00376,1.07254,1.08682,1.10154,1.09693
GDH3,YAL062W,2,22,2.61545,1.11265,0.09286,1.00364,1.06085,1.06581,1.0965,1.08811
YAL064C-A,YAL064C-A,4,44,2.18916,1.04366,0.03887,1.0089,1.02662,1.0359,1.00732,0.99703
YAL065C,YAL065C,2,22,0.33054,0.06899,0.0246,0.97831,1.00257,1.00291,0.98248,0.99484
YAL066W,YAL066W,2,21,1.52358,0.60405,0.07631,0.98479,1.03914,1.0611,1.05019,1.04103
SEO1,YAL067C,2,22,1.46788,0.58323,0.03146,0.97933,0.98668,1.00254,1.00343,1.01079
YAL068C,YAL068C,2,22,1.2096,0.45895,0.03859,1.00107,1.01863,1.03965,1.02839,1.01285
ERP1,YAR002C-A,4,43,6.05564,3.0644,0.07724,1.01381,1.05628,1.06947,1.0863,1.09105
NUP60,YAR002W,2,22,20.90397,5.26709,0.2662,0.75564,0.90152,1.02184,0.97543,0.98611
YAR003W,YAR003W,2,22,9.24614,3.24657,0.08331,0.94556,0.99408,0.99051,0.99635,1.02887
RFA1,YAR007C,0,0,,,,,,,,
SEN34,YAR008W,0,0,,,,,,,,
BUD14,YAR014C,2,22,4.54059,1.87594,0.1183,0.93947,1.00362,1.019,1.05777,1.05094
ade1,YAR015W,2,22,8.45325,3.05127,0.08105,0.96946,0.92105,1.0021,0.96673,0.95661
KIN3,YAR018C,2,22,6.15351,2.41036,0.09598,0.90552,0.92567,0.9696,1.00149,0.94597
cdc15,YAR019C,0,0,,,,,,,,
PAU7,YAR020C,2,22,1.46455,0.58163,0.05995,1.01048,1.06042,1.07042,1.04479,1.05682
YAR023C,YAR023C,2,22,2.39862,1.01667,0.08396,1.01403,1.08601,1.09799,1.09275,1.09779
YAR027W,YAR027W,2,22,1.80835,0.7453,0.07051,1.00582,1.05586,1.06046,1.07275,1.07633
YAR028W,YAR028W,2,22,2.71028,1.15397,0.04931,0.99174,0.9983,1.01476,0.96952,0.96545
YAR029W,YAR029W,2,22,1.96068,0.81665,0.09993,1.02335,1.10352,1.1093,1.1163,1.12328
YAR030C,YAR030C,2,22,0.85242,0.28893,0.045,1.01852,1.0598,1.06352,1.0453,1.05306
PRM9,YAR031W,2,22,0.75063,0.24196,0.04742,0.99634,1.03652,1.04376,1.02926,1.04046
YAT1,YAR035W,2,22,1.90168,0.78911,0.04772,1.00422,1.03063,1.05194,1.03489,1.03818
YAR037W,YAR037W,2,22,2.42195,1.0271,0.05679,1.00126,1.04558,1.04727,1.05183,1.05805
YAR040C,YAR040C,2,22,5.82589,2.3083,0.04059,1.0018,1.01219,1.02299,0.9824,0.98805
SWH1,YAR042W,2,22,4.6881,1.92837,0.06192,1.00897,1.00888,1.01609,0.95417,0.97416
YAR043C,YAR043C,2,22,5.02664,2.04582,0.10304,1.00636,1.05963,1.10667,1.1094,1.10914
OSH1,YAR044W,2,22,2.87395,1.22434,0.05613,1.00566,1.00644,1.01343,0.9573,0.97748
YAR047C,YAR047C,2,22,2.58235,1.09813,0.03681,1.01225,1.04283,1.04232,1.03519,1.04906
FLO1,YAR050W,4,44,2.76512,1.37087,0.04283,1.02166,1.04185,1.03602,1.06449,1.06027
ECM15,YBL001C,4,44,0.05373,0.00246,0.0036,1.01114,1.01105,1.01242,1.01409,1.01465
HTB2,YBL002W,4,44,8.61941,4.22503,0.08197,1.01986,1.05894,1.05448,1.10183,1.09002
HTA2,YBL003C,4,44,0.20003,0.02842,0.02117,1.00645,1.00994,1.01707,1.02147,1.02762
YBL004W,YBL004W,0,0,,,,,,,,
pdr3,YBL005W,4,44,1.89691,0.8766,0.04169,1.01892,1.0412,1.04306,1.06061,1.05571
YBL006C,YBL006C,2,22,3.77437,1.59049,0.08744,0.95576,0.97349,1.01542,0.96047,1.0432
SLA1,YBL007C,4,29,12.74357,4.58785,0.1666,0.79899,0.70815,0.64864,0.63239,0.68492
HIR1,YBL008W,4,44,2.83076,1.40782,0.03456,1.01015,1.02247,1.01165,1.0423,1.04471
YBL009W,YBL009W,4,44,0.57413,0.16545,0.01439,1.00898,1.00196,0.9952,0.99558,0.99459
YBL010C,YBL010C,4,44,0.15281,0.01752,0.01456,1.0173,1.01311,1.00932,1.02387,1.01282
SCT1,YBL011W,4,44,3.63009,1.84997,0.0283,0.9982,1.00066,0.98945,0.97235,0.99256
YBL012C,YBL012C,4,44,5.06342,2.60003,0.04363,1.00131,0.98528,0.97783,0.95768,0.97104
FMT1,YBL013W,2,22,6.8519,2.6182,0.09882,1.02935,1.04203,0.94612,0.98688,0.9432
RRN6,YBL014C,0,0,,,,,,,,
ACH1,YBL015W,4,44,4.1318,2.11905,0.06917,1.02288,1.07095,1.05128,1.09034,1.09205
FUS3,YBL016W,0,0,,,,,,,,
pep1,YBL017C,4,44,3.55412,1.80863,0.05219,1.01376,1.065,1.04953,1.06595,1.05505
POP8,YBL018C,0,0,,,,,,,,
APN2,YBL019W,4,44,18.19804,7.44127,0.15593,0.96731,0.91242,0.89619,0.81138,0.89654
rft1,YBL020W,0,0,,,,,,,,
HAP3,YBL021C,4,36,52.98101,11.67001,0.22978,0.93741,0.95364,0.72386,0.72672,0.76892
PIM1,YBL022C,4,44,13.26167,5.94895,0.11683,0.93863,0.93499,1.03909,1.01026,1.05181
mcm2,YBL023C,0,0,,,,,,,,
NCL1,YBL024W,2,22,3.51843,1.48994,0.12115,0.99618,1.04703,1.07407,1.10944,1.11733
RRN10,YBL025W,0,0,,,,,,,,
LSM2,YBL026W,0,0,,,,,,,,
RPL19B,YBL027W,2,22,4.13874,1.72906,0.07715,0.88991,0.87284,0.91947,0.93569,0.94999
YBL028C,YBL028C,4,44,6.57464,3.32937,0.10402,1.00615,1.07279,1.06307,1.11017,1.09872
YBL029W,YBL029W,4,44,0.14561,0.01604,0.01586,1.01712,1.03102,1.03082,1.03298,1.03151
pet9,YBL030C,1,11,0.05079,0.00279,0.01141,1.02972,1.02987,1.03315,1.02413,1.02174
SHE1,YBL031W,4,44,9.16769,4.4493,0.08893,0.96231,1.00508,1.0359,1.02875,1.05124
YBL032W,YBL032W,4,44,1.17096,0.46805,0.03408,1.00112,0.97787,1.01195,0.99176,0.99509
rib1,YBL033C,2,14,3.77816,1.21794,0.19774,0.8287,0.66682,0.67054,0.63096,0.71447
STU1,YBL034C,0,0,,,,,,,,
POL12,YBL035C,0,0,,,,,,,,
YBL036C,YBL036C,4,44,3.96198,2.02874,0.07578,1.01173,1.05042,1.0432,1.08751,1.07532
APL3,YBL037W,4,44,4.53404,2.32972,0.05896,1.0072,1.03228,1.01565,1.06615,1.04938
MRPL16,YBL038W,4,41,132.29991,18.69699,0.24236,0.82694,0.75277,0.6019,0.58458,0.6006
URA7,YBL039C,3,33,1.68162,0.73121,0.05553,0.81258,0.8294,0.83484,0.86811,0.82681
ERD2,YBL040C,0,0,,,,,,,,
PRE7,YBL041W,0,0,,,,,,,,
FUI1,YBL042C,4,37,3.29435,1.60621,0.05746,0.90272,0.86971,0.87753,0.85341,0.91087
ECM13,YBL043W,4,44,0.3173,0.06325,0.02517,1.00767,1.0228,1.01607,1.03284,1.01927
YBL044W,YBL044W,4,44,2.36841,1.14595,0.05478,1.02221,1.05543,1.0467,1.07699,1.07101
COR1,YBL045C,4,34,37.16385,9.45365,0.24036,0.7978,0.77882,0.5953,0.55743,0.56464
YBL046W,YBL046W,4,44,11.90175,5.48185,0.08866,1.00283,1.03835,1.0695,1.07295,1.09149
YBL047C,YBL047C,3,33,7.03269,3.21072,0.09424,0.9731,1.01434,1.00451,1.06735,1.03223
YBL048W,YBL048W,4,43,7.5111,3.722,0.10974,1.01166,1.0744,1.07369,1.12141,1.11336
YBL049W,YBL049W,4,44,0.7872,0.26654,0.02374,1.00736,1.0311,1.02316,1.02878,1.02459
SEC17,YBL050W,0,0,,,,,,,,
YBL051C,YBL051C,4,41,8.05135,3.88327,0.06892,0.97146,0.99747,0.99201,0.92855,0.94772
SAS3,YBL052C,3,32,1.94996,0.8707,0.06045,1.00197,1.06242,1.04004,1.05198,1.04614
YBL053W,YBL053W,4,44,0.43938,0.10832,0.0185,1.00143,1.00676,0.99386,0.9918,0.98826
YBL054W,YBL054W,2,22,0.20327,0.03029,0.02051,1.00688,1.02644,1.02739,1.02028,1.02228
YBL055C,YBL055C,4,44,1.48066,0.64006,0.04395,1.00492,0.9976,0.97858,0.96097,0.98654
PTC3,YBL056W,4,44,0.28997,0.05428,0.01379,1.00536,1.00584,1.00332,1.00342,0.99206
YBL057C,YBL057C,4,44,0.11582,0.01053,0.01264,1.00284,1.00095,1.01085,1.00957,0.99821
SHP1,YBL058W,3,28,34.75195,8.01523,0.23973,0.69878,0.70243,0.93852,0.75705,0.93261
YBL059W,YBL059W,2,22,19.77104,5.11711,0.20979,0.99263,0.98315,0.91662,0.98587,0.78284
YBL060W,YBL060W,4,43,3.27806,1.64987,0.05341,1.00578,1.02295,1.02236,1.05919,1.03593
SKT5,YBL061C,4,44,0.30308,0.05853,0.01966,1.0009,1.00768,1.00693,0.98803,1.00107
YBL062W,YBL062W,3,33,0.48618,0.12742,0.01742,0.99829,1.0083,1.01491,1.01571,1.01403
KIP1,YBL063W,4,44,7.84578,3.89759,0.09673,1.01345,1.05964,1.04658,1.11018,1.09371
YBL064C,YBL064C,4,44,1.48297,0.64136,0.02231,1.00247,1.00715,0.99664,0.9894,0.98484
YBL065W,YBL065W,2,22,0.46205,0.11775,0.03783,0.98163,0.97502,0.9438,0.96043,0.94708
SEF1,YBL066C,4,44,0.10572,0.00888,0.01118,1.00898,1.01109,1.00514,1.0024,0.99991
UBP13,YBL067C,4,44,1.07911,0.41829,0.02651,0.99616,1.00586,0.9971,1.02266,1.00656
PRS4,YBL068W,4,44,2.79654,1.38857,0.05932,1.01169,1.04175,1.0331,1.07101,1.06201
AST1,YBL069W,4,44,5.06449,2.60057,0.05902,1.01195,1.04921,1.03581,1.07096,1.05892
YBL070C,YBL070C,3,33,1.26449,0.5084,0.04044,1.00891,1.03967,1.03159,1.04934,1.04438
YBL071C,YBL071C,3,33,7.31551,3.31816,0.08968,0.88619,0.92937,0.93716,0.97587,0.95358
RPS8A,YBL072C,4,39,27.9843,9.01641,0.12498,0.84867,0.86513,0.94528,0.97365,0.9644
YBL073W,YBL073W,0,0,,,,,,,,
aar2,YBL074C,0,0,,,,,,,,
SSA3,YBL075C,3,33,1.38286,0.57125,0.04893,1.03181,1.06054,1.04451,1.08074,1.07786
ils1,YBL076C,0,0,,,,,,,,
YBL077W,YBL077W,0,0,,,,,,,,
AUT7,YBL078C,4,44,0.45105,0.113,0.02078,1.00637,1.01933,0.99855,1.01232,1.00823
NUP170,YBL079W,4,44,6.91789,3.48669,0.08772,0.82684,0.83174,0.89322,0.89498,0.91455
PET112,YBL080C,3,30,93.74617,12.76332,0.31781,0.90966,0.81074,0.60559,0.59184,0.62069
YBL081W,YBL081W,4,44,0.95062,0.35009,0.03731,1.01178,1.01354,1.02716,1.04812,1.04909
RHK1,YBL082C,2,22,0.8028,0.2659,0.01857,0.98228,0.99244,0.97714,0.99571,0.99236
YBL083C,YBL083C,4,44,0.86649,0.30656,0.01765,0.99231,0.97483,0.98412,0.97899,0.99248
cdc27,YBL084C,0,0,,,,,,,,
BOI1,YBL085W,4,43,1.72791,0.77832,0.0483,1.01426,1.03712,1.02879,1.06255,1.05681
YBL086C,YBL086C,4,44,3.62751,1.84857,0.07002,1.02002,1.0601,1.04524,1.09005,1.07748
RPL23A,YBL087C,4,39,5.50252,2.71833,0.17929,0.85531,0.89837,1.01314,1.03461,1.02034
tel1,YBL088C,4,44,0.52807,0.1452,0.02698,1.00442,1.01479,1.02355,1.0314,1.02388
YBL089W,YBL089W,4,44,3.24977,1.64152,0.0986,0.99145,0.97306,0.92478,0.91936,0.89285
MRP21,YBL090W,4,29,17.14954,5.52231,0.18831,0.78176,0.69022,0.65749,0.59345,0.63955
MAP2,YBL091C,4,44,0.42763,0.10367,0.01655,0.99986,1.00381,0.99529,1.01184,0.99728
YBL091C-A,YBL091C-A,3,33,2.52101,1.17754,0.04327,0.98887,1.0065,1.02579,1.03214,1.02499
RPL32,YBL092W,0,0,,,,,,,,
ROX3,YBL093C,2,13,17.2366,2.71463,0.24004,0.7508,0.51647,0.75652,0.59244,0.53755
YBL094C,YBL094C,4,44,2.08638,0.98491,0.04189,1.00629,1.0344,1.02394,1.04819,1.04269
YBL095W,YBL095W,3,33,1.15455,0.45055,0.02558,1.01493,1.02285,0.99728,1.02039,1.0153
YBL096C,YBL096C,4,44,0.44588,0.11092,0.02357,0.99553,1.00203,0.98875,0.98683,0.97846
BRN1,YBL097W,0,0,,,,,,,,
YBL098W,YBL098W,3,33,0.54386,0.15179,0.02053,1.00205,1.00584,1.00121,1.02174,1.00746
ATP1,YBL099W,4,35,111.25045,15.23136,0.34769,0.90164,0.80601,0.58996,0.55395,0.56192
YBL100C,YBL100C,3,20,26.12563,5.11797,0.18765,0.86012,0.85755,0.72243,0.68267,0.67247
ECM21,YBL101C,3,32,10.57095,4.35708,0.13282,0.99256,1.0534,1.05761,1.12537,1.09712
SFT2,YBL102W,4,44,0.711,0.22918,0.01619,0.99813,1.00974,0.99778,1.01397,1.00651
RTG3,YBL103C,0,0,,,,,,,,
YBL104C,YBL104C,4,44,2.74617,1.36018,0.03748,0.98715,0.99494,1.02463,1.01776,1.01308
pkc1,YBL105C,0,0,,,,,,,,
SRO77,YBL106C,2,22,1.98751,0.82912,0.02505,0.99003,1.01509,1.00506,1.01507,1.01269
YBL107C,YBL107C,4,44,1.04065,0.39768,0.02908,0.99224,0.99234,0.98947,0.96515,0.96327
NTH2,YBR001C,4,44,0.24342,0.04015,0.01138,1.01111,1.02248,1.01281,1.02089,1.01269
RER2,YBR002C,0,0,,,,,,,,
COQ1,YBR003W,2,19,54.38676,6.86495,0.35806,0.94881,0.86111,0.61857,0.59075,0.61322
YBR004C,YBR004C,0,0,,,,,,,,
YBR005W,YBR005W,3,33,1.01575,0.37857,0.02842,1.00322,0.99394,0.98888,0.9874,0.97479
UGA2,YBR006W,4,44,0.47877,0.12433,0.01363,0.98775,0.98743,0.97412,0.97726,0.98409
YBR007C,YBR007C,4,44,1.65003,0.73588,0.02601,0.9931,1.00346,0.99798,1.01911,1.00282
FLR1,YBR008C,4,44,0.07397,0.00453,0.01001,1.00511,0.9951,0.99759,1.00472,0.99789
HHF1,YBR009C,4,43,18.10306,7.32444,0.13142,0.95739,1.00909,1.06361,1.08881,1.07922
HHT1,YBR010W,4,44,12.08158,5.54525,0.08966,0.96358,1.00731,1.01728,1.05324,1.05263
ipp1,YBR011C,0,0,,,,,,,,
YBR012C,YBR012C,4,44,9.36763,4.52954,0.0894,1.01238,1.05131,1.04735,1.10177,1.09089
YBR013C,YBR013C,4,44,0.54598,0.153,0.01356,1.01731,1.00763,1.01996,1.02119,1.01329
YBR014C,YBR014C,4,44,5.05786,2.59723,0.07179,0.99396,1.03835,1.03863,1.06575,1.06544
mnn2,YBR015C,4,44,1.76594,0.80184,0.03951,0.93661,0.92787,0.94998,0.96739,0.9433
YBR016W,YBR016W,3,33,0.95294,0.34651,0.0244,1.00275,1.00628,1.01082,0.99586,0.98642
KAP104,YBR017C,0,0,,,,,,,,
gal7,YBR018C,4,44,0.6251,0.18861,0.02016,1.00029,0.99847,0.99093,1.01109,0.99591
gal10,YBR019C,4,44,0.4281,0.10385,0.02493,0.99706,0.98859,0.99101,0.97273,0.97213
gal1,YBR020W,7,77,0.51342,0.13902,0.02546,0.98369,0.95822,0.97376,0.97744,0.97531
fur4,YBR021W,0,0,,,,,,,,
YBR022W,YBR022W,4,44,1.24064,0.50625,0.02157,1.00137,0.99295,1.00403,0.9971,0.98247
chs3,YBR023C,3,33,0.74599,0.24422,0.02525,0.99246,0.99448,0.99852,0.99131,1.01656
SCO2,YBR024W,4,39,0.16591,0.02044,0.01615,1.00498,0.99867,0.98883,0.99508,0.99303
YBR025C,YBR025C,4,44,14.45624,6.33734,0.11098,0.93194,0.94092,1.01934,1.04292,1.02736
MRF1',YBR026C,3,22,17.1537,4.56312,0.18085,0.79446,0.7926,0.64844,0.61361,0.63204
YBR027C,YBR027C,4,44,4.84119,2.48751,0.05884,0.99003,1.00783,1.04887,1.02007,1.03841
YBR028C,YBR028C,3,33,3.24535,1.54839,0.0404,0.98292,1.00987,1.01554,1.02332,1.02233
CDS1,YBR029C,0,0,,,,,,,,
YBR030W,YBR030W,2,22,0.44759,0.11206,0.02424,0.99009,0.9823,0.98176,0.9779,0.96584
RPL4A,YBR031W,4,44,3.46543,1.76018,0.07851,0.87052,0.85465,0.93315,0.92739,0.91031
YBR032W,YBR032W,4,44,0.64802,0.19926,0.02256,0.99906,0.9765,0.9906,0.97828,0.98104
YBR033W,YBR033W,3,33,0.5167,0.14018,0.0208,1.02358,1.0251,1.0198,1.0406,1.03064
HMT1,YBR034C,4,44,7.49672,3.74541,0.05427,0.99607,1.00552,1.01124,1.05034,1.03669
PDX3,YBR035C,4,34,32.00751,8.77635,0.21636,0.87355,0.84966,0.78139,0.65719,0.67561
CSG2,YBR036C,3,32,0.48964,0.12885,0.03555,1.02269,1.01244,0.98873,1.01913,1.02428
SCO1,YBR037C,3,22,17.60225,4.62683,0.28974,0.92202,0.84224,0.65438,0.69209,0.63228
CHS2,YBR038W,0,0,,,,,,,,
ATP3,YBR039W,0,0,,,,,,,,
FIG1,YBR040W,4,44,0.36818,0.08111,0.0178,1.02752,1.00972,1.01085,1.01924,1.01195
FAT1,YBR041W,4,43,0.11659,0.01067,0.01435,0.99296,0.98033,0.98293,0.98547,0.97861
YBR042C,YBR042C,4,44,0.72485,0.23588,0.03722,1.01333,0.9761,1.01183,1.00568,0.98484
YBR043C,YBR043C,4,44,0.3696,0.08163,0.01913,1.02553,1.01403,1.02018,1.00653,1.0064
TCM62,YBR044C,4,41,38.80821,11.12143,0.30682,0.95843,0.91882,0.74109,0.82847,0.65161
GIP1,YBR045C,3,33,0.34112,0.07181,0.03322,1.00933,0.97612,0.99551,0.98882,0.98491
ZTA1,YBR046C,4,42,3.14879,1.57176,0.08211,1.02992,1.00683,1.04177,1.08894,1.0738
YBR047W,YBR047W,4,42,0.74393,0.24488,0.04134,1.03591,1.01775,1.03707,1.05909,1.05437
RPS11B,YBR048W,4,42,12.08748,5.43172,0.13522,0.84165,0.84331,0.95082,0.97687,0.9637
REB1,YBR049C,0,0,,,,,,,,
REG2,YBR050C,4,44,0.58351,0.16966,0.0361,1.02326,0.99269,1.02878,1.01517,1.02353
YBR051W,YBR051W,3,33,0.699,0.22193,0.05019,1.03409,0.9839,1.03344,1.02928,1.02898
YBR052C,YBR052C,4,44,0.56784,0.16265,0.03191,1.00485,0.97293,1.00342,1.00224,1.00171
YBR053C,YBR053C,4,42,0.18276,0.02424,0.02581,1.02786,1.01568,1.03449,1.035,1.04149
YRO2,YBR054W,4,43,1.29354,0.53459,0.05201,1.04042,1.02262,1.05571,1.07463,1.06474
prp6,YBR055C,0,0,,,,,,,,
YBR056W,YBR056W,2,22,0.22721,0.03674,0.02647,1.00656,0.99893,0.98415,0.98487,0.98009
MUM2,YBR057C,4,44,3.61522,1.84189,0.0748,1.02511,1.03516,1.06323,1.09991,1.09412
UBP14,YBR058C,4,44,2.87471,1.43251,0.06053,1.00522,0.94469,0.97842,0.94842,0.99278
AKL1,YBR059C,4,44,7.65877,3.81641,0.08655,0.99561,0.98442,1.07097,1.06617,1.04936
ORC2,YBR060C,0,0,,,,,,,,
YBR061C,YBR061C,0,0,,,,,,,,
YBR062C,YBR062C,4,44,0.5619,0.16001,0.01732,1.01581,1.01259,1.02355,1.02991,1.01289
YBR063C,YBR063C,4,44,5.23815,2.68753,0.0648,1.02328,1.03455,1.06178,1.08808,1.0828
YBR064W,YBR064W,4,44,4.04058,2.07064,0.053,1.0177,1.02358,1.04111,1.0707,1.06285
ECM2,YBR065C,4,44,1.08159,0.41962,0.03088,1.01634,0.9919,0.99764,0.98611,0.98545
nrg2,YBR066C,4,44,0.69134,0.21974,0.0351,1.01085,0.99444,1.02954,1.01911,1.01363
TIP1,YBR067C,4,44,1.62755,0.72312,0.05184,1.01446,1.03182,1.04393,1.06629,1.0531
BAP2,YBR068C,4,44,1.04622,0.40066,0.03674,1.01741,1.03768,1.05316,1.05414,1.05317
TAT1,YBR069C,4,42,3.02985,1.50655,0.09211,0.93513,0.97223,1.02262,1.02724,1.01405
YBR070C,YBR070C,0,0,,,,,,,,
YBR071W,YBR071W,4,44,0.31135,0.06126,0.02337,1.02583,1.00245,1.01753,1.01667,1.02406
HSP26,YBR072W,4,44,0.35316,0.07569,0.02405,1.02498,1.00577,1.02982,1.02138,1.01662
RDH54,YBR073W,4,44,1.95661,0.91072,0.04492,0.99849,1.00696,1.03056,1.03604,1.0434
YBR074W,YBR074W,4,44,0.35725,0.07716,0.02321,1.01705,0.99635,1.01052,1.01956,1.01447
YBR075W,YBR075W,4,44,4.27889,2.19661,0.04968,1.0088,1.02758,1.03624,1.05848,1.04497
ECM8,YBR076W,2,22,2.86256,1.21948,0.09158,1.02903,1.06856,1.08232,1.12061,1.11727
YBR077C,YBR077C,4,39,26.97533,8.83165,0.14169,0.92982,0.88708,1.02877,0.99323,1.00976
ECM33,YBR078W,4,43,3.59056,1.81982,0.07711,0.95085,0.92609,0.99593,0.96723,1.00319
RPG1,YBR079C,0,0,,,,,,,,
SEC18,YBR080C,0,0,,,,,,,,
spt7,YBR081C,0,0,,,,,,,,
ubc4,YBR082C,0,0,,,,,,,,
tec1,YBR083W,4,43,3.15001,1.5795,0.07164,0.99874,1.02571,1.02799,1.07037,1.05979
RPL19A,YBR084C-A,4,42,27.79009,9.42803,0.18344,0.82331,0.81286,0.96515,0.98632,0.9963
mis1,YBR084W,4,44,8.30895,4.09522,0.10859,1.00468,0.97986,0.89609,0.92407,0.89886
AAC3,YBR085W,0,0,,,,,,,,
IST2,YBR086C,0,0,,,,,,,,
RFC5,YBR087W,0,0,,,,,,,,
pol30,YBR088C,0,0,,,,,,,,
YBR089W,YBR089W,0,0,,,,,,,,
YBR090C,YBR090C,4,44,2.30323,1.10879,0.0456,1.045,1.0155,0.9994,1.03924,1.0255
YBR090C-A,YBR090C-A,4,44,0.20053,0.02855,0.01138,1.01079,1.00709,1.01145,1.00007,1.0062
MRS5,YBR091C,0,0,,,,,,,,
PHO3,YBR092C,4,44,0.35456,0.07619,0.01565,1.00671,1.00755,1.00446,1.02011,1.01614
PHO5,YBR093C,4,44,0.6879,0.2181,0.01193,0.99767,0.98574,0.98957,0.98791,0.98818
YBR094W,YBR094W,4,43,6.67629,3.35137,0.09453,1.01285,1.05071,1.0502,1.10738,1.10121
YBR095C,YBR095C,0,0,,,,,,,,
YBR096W,YBR096W,0,0,,,,,,,,
vps15,YBR097W,0,0,,,,,,,,
MMS4,YBR098W,4,44,0.63587,0.19359,0.02793,0.94017,0.91224,0.93845,0.92458,0.92506
YBR099C,YBR099C,4,44,1.87206,0.8624,0.03767,0.95943,0.93635,0.92316,0.92542,0.92176
YBR100W,YBR100W,4,44,0.11602,0.01056,0.01312,0.98109,0.99069,0.9909,0.9932,0.99421
YBR101C,YBR101C,4,44,2.70682,1.33797,0.04568,0.98754,0.99672,1.00291,1.03031,1.03322
EXO84,YBR102C,0,0,,,,,,,,
SIF2,YBR103W,4,44,5.54337,2.83834,0.07318,0.95747,0.95348,0.99761,0.99741,1.02666
YMC2,YBR104W,4,44,0.34936,0.07434,0.01244,1.00239,0.99967,1.00415,1.01211,1.00954
VID24,YBR105C,4,44,8.04357,3.98257,0.06329,0.99401,0.96556,0.9596,0.93072,0.93759
PHO88,YBR106W,4,42,57.91756,13.73043,0.18416,0.75181,0.7973,0.93597,0.90746,0.92113
IML3,YBR107C,4,44,0.29131,0.05472,0.01852,0.98418,0.97408,0.9926,0.98153,0.98693
YBR108W,YBR108W,2,22,3.8509,1.62003,0.0756,1.01175,1.04977,1.03794,1.08735,1.08493
cmd1,YBR109C,0,0,,,,,,,,
alg1,YBR110W,0,0,,,,,,,,
YSA1,YBR111C,0,0,,,,,,,,
cyc8,YBR112C,0,0,,,,,,,,
YBR113W,YBR113W,4,44,0.38818,0.08851,0.01981,0.99843,1.00909,0.98929,0.99983,1.00208
rad16,YBR114W,4,44,0.59681,0.17567,0.03208,0.98956,0.98026,0.98762,1.01234,1.00175
lys2,YBR115C,0,0,,,,,,,,
YBR116C,YBR116C,4,44,4.58915,2.35823,0.04543,1.01274,0.98316,0.97718,0.96731,0.97713
TKL2,YBR117C,0,0,,,,,,,,
TEF2,YBR118W,0,0,,,,,,,,
MUD1,YBR119W,3,28,3.31302,1.51019,0.05455,0.98578,1.00582,1.0098,1.03089,1.04034
CBP6,YBR120C,4,44,1.27783,0.52678,0.03236,1.00688,0.99578,0.9876,0.97452,0.98894
GRS1,YBR121C,0,0,,,,,,,,
MRPL36,YBR122C,0,0,,,,,,,,
TFC1,YBR123C,0,0,,,,,,,,
YBR124W,YBR124W,0,0,,,,,,,,
PTC4,YBR125C,4,44,3.7081,1.89226,0.0583,1.04297,1.04582,1.02317,1.08146,1.0524
TPS1,YBR126C,4,42,3.97716,2.01545,0.0994,0.83887,0.82513,0.92453,0.86515,0.87353
VMA2,YBR127C,2,14,9.70782,2.25793,0.22765,0.87552,0.64787,0.75132,0.66988,0.73068
APG14,YBR128C,4,44,0.45176,0.11328,0.02121,0.97656,0.96245,0.98234,0.98366,0.98109
OPY1,YBR129C,4,44,4.11666,2.11103,0.0751,0.99032,0.93559,0.94473,0.91523,0.91921
SHE3,YBR130C,4,44,3.7762,1.92904,0.05906,1.01228,0.97599,0.97987,0.95456,0.95322
CCZ1,YBR131W,4,44,2.60558,1.28071,0.05288,0.97553,0.95987,0.93667,0.98956,0.98449
AGP2,YBR132C,0,0,,,,,,,,
HSL7,YBR133C,2,22,4.4323,1.83695,0.08013,0.91355,0.94139,0.88469,0.86125,0.88963
YBR134W,YBR134W,4,43,0.54652,0.15321,0.02891,0.9938,0.9898,1.01871,1.01065,1.00428
cks1,YBR135W,0,0,,,,,,,,
MEC1,YBR136W,0,0,,,,,,,,
